Correlated Gene	Cytoband	Spearman's Correlation	p-Value	q-Value
NUP155	5p13.2	0.47545872223404106	2.377156907478134e-30	6.65003363341058e-28
C2ORF49	2q12.2	0.4754181614614784	2.4078788514407635e-30	6.65003363341058e-28
STAM2	2q23.3	0.4747403812314969	2.9834155922841866e-30	8.036176238045034e-28
KRR1	12q21.2	0.4747339303896731	2.9895006093615277e-30	8.036176238045034e-28
NCOA3	20q13.12	0.47391433047694353	3.871452279403828e-30	1.0270045974350075e-27
COPB2	3q23	0.4735338087073551	4.3641306720680455e-30	1.1426654347995308e-27
MYNN	3q26.2	0.4734153076267286	4.529868003262681e-30	1.1708547283817808e-27
METTL26	16p13.3	-0.4731905885752503	4.8614503603670624e-30	1.240654439434941e-27
CDK12	17q12	0.47307890225845617	5.03507151993089e-30	1.2689009614165834e-27
BABAM1	19p13.11	-0.47271196583492714	5.649828365132526e-30	1.4062492551782328e-27
ALG10	12p11.1	0.4721428674156025	6.753187623863279e-30	1.6603782400574094e-27
ZNF844	19p13.2	0.4716751709528323	7.817527079766684e-30	1.8989055837973027e-27
ZNF12	7p22.1	0.4714497995588644	8.388082417557671e-30	2.0132396383378597e-27
PIGN	18q21.33	0.4702744311947886	1.2101701147557555e-29	2.870381139245975e-27
ALMS1	2p13.1	0.46937513655570595	1.6003857624997348e-29	3.7517880648554825e-27
NHLRC2	10q25.3	0.46890634592727676	1.8507808124284472e-29	4.288918616019532e-27
ZBTB33	Xq24	0.46858362710069384	2.045302989689332e-29	4.685835633537116e-27
C17ORF80	17q25.1	0.4684982639061474	2.100054088521901e-29	4.75721241333596e-27
PIK3CA	3q26.32	0.4683431785992878	2.2032597844297763e-29	4.935546723765413e-27
FAM199X	Xq22.2	0.4680276824192117	2.4289509982490997e-29	5.381327590736275e-27
AFF4	5q31.1	0.4668865358092766	3.453359559890216e-29	7.567737183363765e-27
NEK4	3p21.1	0.46641899262235814	3.987397343620157e-29	8.608648972249591e-27
HIPK1	1p13.2	0.46639755315145853	4.013754294883496e-29	8.608648972249591e-27
SDE2	1q42.12	0.46575759428132035	4.885007925923137e-29	1.0367015241530143e-26
DYNC2H1	11q22.3	0.4655830238935877	5.153549193921726e-29	1.082299013527666e-26
PRKAA1	5p13.1	0.46538295942493396	5.479301988961447e-29	1.1388474989634199e-26
TRAPPC1	17p13.1	-0.46514276574541136	5.897393178657228e-29	1.2132382028051876e-26
MFAP3	5q33.2	0.46493907820563274	6.27655655245335e-29	1.2781985520607273e-26
ZNF426	19p13.2	0.46470522336382797	6.741683088272223e-29	1.359190727426563e-26
USP8	15q21.2	0.46460884812487097	6.943145585639164e-29	1.3859481005155562e-26
STK4	20q13.12	0.4635311259421074	9.644539751543177e-29	1.9047350272703967e-26
PCM1	8p22	0.46350178786631535	9.731050434445258e-29	1.9047350272703967e-26
ZBTB10	8q21.13	0.4633510223369235	1.0187874291632946e-28	1.974978207630883e-26
TIAF1	17q11.2	-0.4619361671527995	1.5652227647624812e-28	3.005376777178703e-26
DOHH	19p13.3	-0.4618273865187569	1.6176275922989425e-28	3.0766971592772626e-26
RBL2	16q12.2	0.4615681462888438	1.7496152102601416e-28	3.2966347900985717e-26
ELK4	1q32.1	0.46110250630669236	2.0139754696795591e-28	3.759607355945332e-26
PPTC7	12q24.11	0.46066376069497705	2.299059580412771e-28	4.2524165321744835e-26
ERCC4	16p13.12	0.46046714257089527	2.4394353716481524e-28	4.4710415025271277e-26
PPAT	4q12	0.46021556990681417	2.631468004557021e-28	4.77955193152019e-26
ERN1	17q23.3	0.4601269371055503	2.7026252875115853e-28	4.8649668233500954e-26
HIPK3	11p13	0.45995204726964795	2.8486609966311765e-28	5.082464986998332e-26
ANKRD13D	11q13.2	-0.45957162433743604	3.193813815604506e-28	5.648287748807232e-26
TRAPPC5	19p13.2	-0.4592651311291588	3.5017136990801382e-28	6.13896085975258e-26
AASDH	4q12	0.4591319610080187	3.6444776681115195e-28	6.334165022999685e-26
KLHL15	Xp22.11	0.45904680858960484	3.7387662219809245e-28	6.442501350543369e-26
PIK3C2A	11p15.1	0.45892247524102847	3.8807880304715176e-28	6.630556566299683e-26
CNOT1	16q21	0.4583266118654402	4.639011479783361e-28	7.808030960656267e-26
BNIP2	15q22.2	0.45832056880343214	4.647406950442697e-28	7.808030960656267e-26
ARID2	12q12	0.45818336782987273	4.842112157174463e-28	8.067919272792921e-26
LYSMD3	5q14.3	0.4579167624903879	5.243812542748781e-28	8.634058533455135e-26
GPATCH2	1q41	0.4579016516143345	5.26754228269918e-28	8.634058533455135e-26
FER	5q21.3	0.45769230854199766	5.607425304586728e-28	9.117040448852665e-26
RNF208	9q34.3	-0.45740431822002736	6.110689472820212e-28	9.855808836922263e-26
CLINT1	5q33.3	0.4573202805409255	6.265788500591168e-28	1.0025758885747503e-25
SLC30A6	2p22.3	0.45725686284009565	6.385403014666282e-28	1.0136701588872985e-25
EDF1	9q34.3	-0.4571835757148781	6.526447372382243e-28	1.0279664490202999e-25
MALT1	18q21.32	0.45706047951404877	6.7703170752696545e-28	1.0581113376318722e-25
GSTCD	4q24	0.4570193986317461	6.853692375284929e-28	1.0629022459855342e-25
EDEM3	1q25.3	0.4568290987937394	7.253352067454889e-28	1.1162964200912823e-25
AHCTF1	1q44	0.45673909629315484	7.4503153499124335e-28	1.1379227861332165e-25
CCNT1	12q13.11-q13.12	0.4567068319937893	7.522203456344121e-28	1.1402642397244647e-25
CEP350	1q25.2	0.45627786109256224	8.54576177706266e-28	1.285754501398211e-25
ZNF791	19p13.13	0.45586779078920947	9.65254685011696e-28	1.4415184966311706e-25
SPICE1	3q13.2	0.4558348296377923	9.747430731580952e-28	1.4449849336720852e-25
EYA3	1p35.3	0.4557607674380953	9.964008040207878e-28	1.466309241595847e-25
MSI2	17q22	0.45525813198201504	1.1564949066176862e-27	1.6895720153854474e-25
OTUB1	11q13.1	-0.4550747449354712	1.2210300504577665e-27	1.771020636494894e-25
HRAS	11p15.5	-0.4549280786366454	1.275194985190526e-27	1.8363718640304423e-25
RIF1	2q23.3	0.45479314116452274	1.3271234582248217e-27	1.8975983007993355e-25
PRRC1	5q23.2	0.45472359578760024	1.3546978672208119e-27	1.923384767678788e-25
ARL2	11q13.1	-0.4545270318887436	1.4357352937601321e-27	2.024185962062799e-25
PIN1	19p13.2	-0.45443622403950423	1.4747737281426726e-27	2.064785634241974e-25
TAF1	Xq13.1	0.45390866889309167	1.7232318623756134e-27	2.3960053501623963e-25
LPP	3q27.3-q28	0.4538289612311033	1.7642081898651487e-27	2.4361781723199494e-25
NDUFA11	19p13.3	-0.45324304923435077	2.096476832206797e-27	2.8753108444980427e-25
TMEM250	9q34.3	-0.4531920068767747	2.1281963515524636e-27	2.8990923407871095e-25
SLC35A3	1p21.2	0.4529637189404393	2.275968931162368e-27	3.079584538333188e-25
N4BP2	4p14	0.45281011170406693	2.3810642454324804e-27	3.195081507835731e-25
UBXN7	3q29	0.452784631797216	2.398955176426438e-27	3.195081507835731e-25
FASTKD2	2q33.3	0.45277059133609054	2.4088705381232632e-27	3.195081507835731e-25
SEC24B	4q25	0.4526700188952231	2.4810892065394625e-27	3.269362058368765e-25
C8ORF37	8q22.1	0.4526139595910868	2.52226896356959e-27	3.2898505055438204e-25
MZT2A	2q21.1	-0.4526045142462878	2.529273490200348e-27	3.2898505055438204e-25
RNF169	11q13.4	0.45226635525890574	2.7931251316893504e-27	3.609756139742884e-25
KMT2C	7q36.1	0.45194089703373996	3.0727054209313724e-27	3.945784330662255e-25
CTDSPL2	15q15.3-q21.1	0.45168715917269237	3.309714979249074e-27	4.223238208648138e-25
ZNF354C	5q35.3	0.45154825512674124	3.447025948586336e-27	4.370785543990511e-25
ASB7	15q26.3	0.45146521372500553	3.531789363250397e-27	4.450275334530704e-25
STAG1	3q22.3	0.4509513555715062	4.104072336577945e-27	5.139267228431549e-25
G3BP1	5q33.1	0.4509050608600488	4.1599241198414625e-27	5.17705124568665e-25
TBC1D10B	16p11.2	-0.45082751820490524	4.255162919403678e-27	5.263088320128684e-25
HAGH	16p13.3	-0.4507854010380111	4.30779184814979e-27	5.295694600643166e-25
FKBP14	7p14.3	0.4502573698163206	5.0248332636246985e-27	6.13973717745076e-25
ZNF136	19p13.2	0.4497067506890312	5.898270261502382e-27	7.163555827840333e-25
TAF1B	2p25.1	0.44948127057724674	6.29782682627082e-27	7.603023152362036e-25
MFSD12	19p13.3	-0.449376819960318	6.49187318297147e-27	7.790634240588561e-25
SCYL2	12q23.1	0.4491927500490991	6.848325785923097e-27	8.169769004141749e-25
CFAP97	4q35.1	0.4489632347951002	7.319989014911503e-27	8.68107638409593e-25
ZNF148	3q21.2	0.4482493220485141	9.002126667602034e-27	1.0613559985118398e-24
ATF6	1q23.3	0.44819454855263635	9.145948161682639e-27	1.0720433772539748e-24
SUZ12	17q11.2	0.4480324037279771	9.58514841702223e-27	1.1170299262172554e-24
METTL4	18p11.32	0.4479109766154777	9.927650021531342e-27	1.150295126920077e-24
UBR1	15q15.2	0.447860253557849	1.0074278291681638e-26	1.1606144265062487e-24
COG5	7q22.3	0.44747055201753405	1.1274549683079488e-26	1.2915124781850315e-24
SH3GLB2	9q34.11	-0.4473311077929039	1.173751499911789e-26	1.3369493779503717e-24
NCOA1	2p23.3	0.4470365782614141	1.2778029752333937e-26	1.4472913361618232e-24
FKBP8	19p13.11	-0.4469438805480832	1.3123998820521955e-26	1.4781728503940958e-24
SOS1	2p22.1	0.44683545338482494	1.354043726890248e-26	1.5166041987685717e-24
RNF126	19p13.3	-0.4467105014623759	1.4036561970237746e-26	1.5634868833257634e-24
TTC30B	2q31.2	0.4466120452645011	1.444010532710613e-26	1.5995987005482785e-24
PRPF40A	2q23.3	0.4464341512176364	1.5198531088424634e-26	1.6744130342826724e-24
RPRD1B	20q11.23	0.44631523275719887	1.5727346011322582e-26	1.7232555594254054e-24
GAMT	19p13.3	-0.44619867576588845	1.6263298140593718e-26	1.772347858446e-24
ZNF585A	19q13.12	0.44602764994347033	1.708254427887372e-26	1.85161922153964e-24
HNRNPLL	2p22.1	0.44600612255583305	1.7188512911149647e-26	1.853142293057155e-24
UEVLD	11p15.1	0.44567621160785315	1.8896176067241453e-26	2.026413860061994e-24
DENND4A	15q22.31	0.44562066266493633	1.9199757273073622e-26	2.048075695145171e-24
KIAA1958	9q32	0.4453494720438738	2.0752471113184227e-26	2.2020556321731957e-24
ADNP	20q13.13	0.444618838092928	2.558067810842628e-26	2.700167808083677e-24
NAA50	3q13.31	0.4445869913602239	2.58146752150456e-26	2.7106753490131996e-24
MED13L	12q24.21	0.44421588139818036	2.870245190396122e-26	2.998290843708612e-24
ATF1	12q13.12	0.44409584369380134	2.970316811559272e-26	3.086832847311674e-24
KRIT1	7q21.2	0.44385109954819835	3.185157175280664e-26	3.293125836452998e-24
STXBP4	17q22	0.44382283169030934	3.2109398235974325e-26	3.3028447848748896e-24
VPS13B	8q22.2	0.44349082445072296	3.529640867539558e-26	3.612238047231727e-24
PIK3R4	3q22.1	0.44334290672155463	3.68151287235544e-26	3.748635405028183e-24
NIPBL	5p13.2	0.44307610003374204	3.9719585269183576e-26	4.0240530583518094e-24
TPR	1q31.1	0.44282992245071956	4.259978166064463e-26	4.294270990301282e-24
PPP4R2	3p13	0.44244923441541856	4.7464956678458833e-26	4.760900455693575e-24
GTF2H3	12q24.31	0.4424198177464834	4.786298425914884e-26	4.777057552716335e-24
ZNF570	19q13.12	0.4422766523047062	4.9847699401361666e-26	4.950637771580554e-24
KAT6A	8p11.21	0.4422006216711758	5.0934564520290417e-26	5.033783114184191e-24
CISD3	17q12	-0.44213888706630505	5.183426826091066e-26	5.0977106458937544e-24
KDM5A	12p13.33	0.4420641033435519	5.294520465172316e-26	5.181690635841703e-24
ATP6V0C	16p13.3	-0.44177242623009566	5.75075692017272e-26	5.59267412863968e-24
CCDC85B	11q13.1	-0.441760673326498	5.769933132072087e-26	5.59267412863968e-24
UNC119B	12q24.31	0.44168150562828257	5.900761090316211e-26	5.692116954156226e-24
PRRC2C	1q24.3	0.4415482373847935	6.12764528267248e-26	5.8828312639980885e-24
CRK	17p13.3	0.4414933610454426	6.223556863928781e-26	5.94659383571887e-24
TTC30A	2q31.2	0.4414059653938845	6.37937651867416e-26	6.066726886461781e-24
ITCH	20q11.22	0.4413662538650651	6.451447076753039e-26	6.099123440711672e-24
DDA1	19p13.11	-0.44135394607188794	6.473946809743057e-26	6.099123440711672e-24
MCRIP1	17q25.3	-0.4412742189074224	6.621584949113186e-26	6.192493757100399e-24
ZNF770	15q14	0.4412673359754102	6.634485648200418e-26	6.192493757100399e-24
THOC2	Xq25	0.4411755908098487	6.808834625915311e-26	6.325940778482884e-24
MRPL28	16p13.3	-0.44092799426599727	7.302279046017835e-26	6.753268249851632e-24
LATS1	6q25.1	0.4407778575468085	7.618533894598099e-26	7.013573600410607e-24
IDE	10q23.33	0.44058679684995705	8.040630285348775e-26	7.368506690132576e-24
ARHGDIA	17q25.3	-0.44042871677134343	8.407271222668058e-26	7.669637788244828e-24
NTHL1	16p13.3	-0.4402527669582579	8.834808422643855e-26	8.023359126528052e-24
ZBTB26	9q33.2	0.4401432793826462	9.111621872506462e-26	8.237641639982188e-24
ROGDI	16p13.3	-0.4398164072743405	9.99005155721933e-26	8.991492385941916e-24
TMEM134	11q13.2	-0.43979855699970505	1.0040360997354442e-25	8.996609691896128e-24
GABPA	21q21.3	0.43967570114468074	1.039347643959115e-25	9.27180878312377e-24
DCAF10	9p13.2	0.4392788418034367	1.1620115738605779e-25	1.0320403233745863e-23
TPRN	9q34.3	-0.4391105261169621	1.2182589032047852e-25	1.077250778399635e-23
NDUFS7	19p13.3	-0.43863485249851597	1.3921774105552593e-25	1.2256632652491085e-23
IPO8	12p11.21	0.4384006684132545	1.4865975640994595e-25	1.3030997169482263e-23
HCFC1R1	16p13.3	-0.43822623058092264	1.5610150063755868e-25	1.3624079456077146e-23
SPRTN	1q42.2	0.43818611164684046	1.578644230068336e-25	1.3718554449313672e-23
PTGES2	9q34.11	-0.4381285842766033	1.6042669403680627e-25	1.3881384456978758e-23
ZNF420	19q13.12	0.4379794196053899	1.672634908915926e-25	1.441110786267264e-23
SKIL	3q26.2	0.4379081068745428	1.7063297601433883e-25	1.4638857146489726e-23
TRAF6	11p12	0.43782353898926346	1.74715773861983e-25	1.4925613206912875e-23
AEBP2	12p12.3	0.43756064509301984	1.880343203854438e-25	1.5995611532873132e-23
ZBTB41	1q31.3	0.43734565614993154	1.9966762027144122e-25	1.6913860891985405e-23
CLTB	5q35.2	-0.436868514763669	2.2808746992030296e-25	1.9240466447963296e-23
RBX1	22q13.2	-0.43682627500394494	2.3078804433665046e-25	1.9387157341130043e-23
ATXN7	3p14.1	0.436796352888442	2.3272019054391056e-25	1.946834755832274e-23
KLHDC10	7q32.2	0.4367469649948381	2.359443106941839e-25	1.965650102440265e-23
STOML1	15q24.1	-0.4366081296954997	2.4524601059279004e-25	2.0344481906512153e-23
NPAT	11q22.3	0.4365826797989906	2.469899790104682e-25	2.0344481906512153e-23
CDH2	18q12.1	0.4365734108356349	2.4762817925466663e-25	2.0344481906512153e-23
FIS1	7q22.1	-0.4365645644212656	2.482388050692917e-25	2.0344481906512153e-23
ASH1L	1q22	0.43603153047768756	2.879121844834791e-25	2.350039494482357e-23
RANBP2	2q13	0.4357877240038255	3.0808729802257506e-25	2.5045758126746515e-23
ZNF221	19q13.31	0.43564757283762645	3.203106485470532e-25	2.5859657138746276e-23
STAG2	Xq25	0.4356435962912968	3.2066436608732547e-25	2.5859657138746276e-23
FBXW5	9q34.3	-0.43558506231546534	3.259158889865792e-25	2.617844716278256e-23
UBALD1	16p13.3	-0.43517975425385524	3.646849131671012e-25	2.9069460208048753e-23
GET4	7p22.3	-0.4351786938415005	3.6479209526493403e-25	2.9069460208048753e-23
MRE11	11q21	0.43511825033728796	3.7095319758251155e-25	2.944404494669691e-23
C9ORF16	9q34.11	-0.4349845500129122	3.8494906066211833e-25	3.04351294588587e-23
SMG1	16p12.3	0.4349256279762245	3.9128149840713955e-25	3.0814946442915395e-23
FRS2	12q15	0.4347905233680999	4.061925413059458e-25	3.1864777530230246e-23
WDR36	5q22.1	0.43475558931201613	4.1013857752913025e-25	3.2049627370406186e-23
VPS9D1	16q24.3	-0.4347142428338608	4.148579022445707e-25	3.229324388862081e-23
B3GAT3	11q12.3	-0.43464342572588827	4.230659867295114e-25	3.280551291712953e-23
CCDC121	2p23.3	0.4346188691068228	4.2594953070704175e-25	3.290256125894509e-23
MKLN1	7q32.3	0.4341913711637953	4.793753325426638e-25	3.688811480684216e-23
SPNS2	17p13.2	-0.4340135753550795	5.034972379505607e-25	3.859698788715306e-23
NBN	8q21.3	0.43383903956685715	5.28342189124651e-25	4.034813210205336e-23
ATXN1L	16q22.2	0.43379377987256434	5.349801940937318e-25	4.0700889408014065e-23
SP1	12q13.13	0.4333367863012933	6.06796179431657e-25	4.599104426135954e-23
IPO11	5q12.1	0.43326880282317176	6.182637713478172e-25	4.66847037233833e-23
ETV3	1q23.1	0.43324424617482277	6.224584558209494e-25	4.682606316345582e-23
ATF7	12q13.13	0.4331964142065496	6.307098311901337e-25	4.727041229228358e-23
TRPS1	8q23.3	0.43312927023084546	6.424752691083052e-25	4.7973866298120524e-23
PAM16	16p13.3	-0.43309339294618115	6.488505490021043e-25	4.827112885030046e-23
PAPOLG	2p16.1	0.4327870221433986	7.058997683162138e-25	5.2322225106702886e-23
NAA38	17p13.1	-0.4327695790841088	7.092929198090785e-25	5.2381152220772275e-23
SLC35F5	2q14.1	0.4327241043436921	7.182149449376672e-25	5.28464653463077e-23
ATP10D	4p12	0.4327098771446014	7.210289861592678e-25	5.2860601418025443e-23
STUB1	16p13.3	-0.43265978221913354	7.310243852825126e-25	5.339921243362587e-23
MAP4K3	2p22.1	0.432579534792682	7.473220803770532e-25	5.439263704867065e-23
NAA15	4q31.1	0.4324688984370188	7.703815779883876e-25	5.586929134469023e-23
HELZ	17q24.2	0.43230038124033376	8.06862192783498e-25	5.830519236096095e-23
LONP2	16q12.1	0.43225563255155874	8.16832800811476e-25	5.881487891842917e-23
COPB1	11p15.2	0.4321894797815821	8.317958841924654e-25	5.967913459503307e-23
MFSD3	8q24.3	-0.4316661662845877	9.601082874516201e-25	6.864093327415643e-23
GUK1	1q42.13	-0.4314956166308892	1.0060085502517732e-24	7.156191854970158e-23
DRAP1	11q13.1	-0.4314881590929621	1.0080643255848047e-24	7.156191854970158e-23
DYM	18q21.1	0.43112906742698226	1.1121210339493824e-24	7.867183215948596e-23
ZNF407	18q22.3	0.43110062255264303	1.1208033468439993e-24	7.900879816685968e-23
INF2	14q32.33	-0.4309807864327309	1.1581224674532467e-24	8.13550768861495e-23
AP1G1	16q22.2	0.430634826902043	1.2728860539911682e-24	8.91064435226248e-23
KDM3A	2p11.2	0.43033310491019794	1.38209803918512e-24	9.641688085817025e-23
ELP2	18q12.2	0.430105327666313	1.4706288288131924e-24	1.0223913040587164e-22
DPY19L3	19q13.11	0.4300711293678775	1.4843957270338553e-24	1.0284158849735243e-22
TMTC3	12q21.32	0.4300100672897914	1.5092942210889308e-24	1.0420849586086963e-22
SPG11	15q21.1	0.4297702026728626	1.6111571436037424e-24	1.1086190843752578e-22
CREB1	2q33.3	0.4297563384383953	1.6172481153496434e-24	1.109025144679053e-22
ARHGAP5	14q12	0.42957874456455813	1.697311487274598e-24	1.1599829455912937e-22
NEDD1	12q23.1	0.4294540577451963	1.7558499765044935e-24	1.1959355194698342e-22
TBCCD1	3q27.3	0.42942137118434087	1.7715228804053993e-24	1.2025479054496045e-22
FAM89B	11q13.1	-0.4294079298077717	1.7780079186940596e-24	1.202899921100367e-22
CLPX	15q22.31	0.42928801484400564	1.836910621613102e-24	1.2385938141251423e-22
CCM2	7p13	-0.42904289233308407	1.963377488255956e-24	1.3194551180242775e-22
SSNA1	9q34.3	-0.42896950295975467	2.0028875125896165e-24	1.3415353867547926e-22
CHD6	20q12	0.4287574551959216	2.1215120872739198e-24	1.4162849401168708e-22
RBM8A	1q21.1	0.42865371152056325	2.182050693701253e-24	1.4518918823666984e-22
SS18	18q11.2	0.42859583067954105	2.2165647606391897e-24	1.4700053335278522e-22
NDUFA13	19p13.11	-0.4284140677929149	2.328492408723832e-24	1.5391716541731534e-22
ACBD3	1q42.12	0.4283408898759563	2.3751146117320684e-24	1.564859009383341e-22
NUP205	7q33	0.42774688222198887	2.789297165641312e-24	1.8317596142180616e-22
CHMP1A	16q24.3	-0.4277165721021864	2.8122455993216755e-24	1.840833880776763e-22
OTUD4	4q31.21	0.42769244772111825	2.830643865861066e-24	1.8468806142273447e-22
ADNP2	18q23	0.4275110288407865	2.972862921785792e-24	1.933415786003979e-22
MARCH7	2q24.2	0.4274815771018795	2.9966074416126362e-24	1.942591724448629e-22
VPS28	8q24.3	-0.4273990669696791	3.064130580086655e-24	1.9799979687540718e-22
GXYLT1	12q12	0.42735214372298863	3.1031987771373437e-24	1.9988367586538653e-22
IPP	1p34.1	0.42713361041024533	3.2917281178694365e-24	2.1135200823046403e-22
EPB41L5	2q14.2	0.4270862641953881	3.33404118620649e-24	2.1338922017494935e-22
NAA35	9q21.33	0.4267665846121037	3.6341357707315815e-24	2.3139640177390828e-22
FAM173A	16p13.3	-0.4267622893507428	3.6383442965293845e-24	2.3139640177390828e-22
GMCL1	2p13.3	0.4264974513651821	3.907347878454191e-24	2.4772339804249983e-22
